 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
  38   6     0.00   0.00  -0.05    -0.00  -0.00  -0.00    -0.00   0.06  -0.06
  39   6    -0.00  -0.08   0.09    -0.00  -0.00   0.00     0.00  -0.12   0.11
  40   6    -0.00   0.08   0.01     0.00   0.00  -0.00    -0.00   0.10   0.02
  41   7     0.00  -0.07  -0.04     0.00  -0.00  -0.00     0.00  -0.12  -0.03
  42   6    -0.00  -0.01   0.06    -0.00   0.00   0.00    -0.00   0.02   0.05
  43   1    -0.00   0.03  -0.01     0.00   0.00  -0.00    -0.00   0.02  -0.02
  44   1     0.00   0.03  -0.05     0.00   0.00  -0.00     0.00   0.03  -0.06
  45   1     0.00   0.01  -0.03    -0.00   0.00   0.00     0.00   0.01  -0.03
  46   1     0.00   0.04  -0.04    -0.00  -0.00   0.00    -0.00   0.04  -0.03
  47   6     0.03   0.12   0.08     0.00   0.00   0.00    -0.05   0.23  -0.15
  48   6    -0.01  -0.04  -0.04     0.00  -0.00   0.00     0.04   0.06   0.12
  49   6     0.00   0.07   0.01     0.00   0.00   0.00    -0.01  -0.28  -0.04
  50   6     0.01   0.00   0.02    -0.00   0.00  -0.00    -0.04   0.11  -0.10
  51   6    -0.02  -0.19  -0.04    -0.00  -0.00   0.00     0.07   0.04   0.20
  52   6    -0.03   0.06  -0.06    -0.00  -0.00  -0.00    -0.01  -0.12  -0.04
  53   1    -0.01  -0.00  -0.02    -0.00   0.00  -0.00    -0.01   0.09  -0.04
  54   1    -0.00  -0.04  -0.01    -0.00   0.00   0.00     0.01   0.16   0.03
  55   1    -0.03  -0.03  -0.06    -0.00   0.00  -0.00     0.03   0.07   0.06
  56   1    -0.01  -0.03  -0.03     0.00   0.00  -0.00     0.00   0.13   0.02
  57   6     0.03   0.14   0.11     0.00   0.00  -0.00    -0.02  -0.06  -0.09
  58   6    -0.02  -0.01   0.06    -0.00  -0.00   0.00     0.01   0.01  -0.02
  59   6    -0.00  -0.07  -0.12     0.00  -0.00  -0.00    -0.00   0.02   0.08
  60   6     0.03   0.09   0.00     0.00   0.00   0.00    -0.00  -0.02  -0.04
  61   7    -0.04  -0.09   0.03    -0.00   0.00   0.00     0.02   0.05   0.01
  62   6     0.01  -0.01  -0.09    -0.00  -0.00  -0.00    -0.01  -0.02   0.02
  63   1     0.02   0.04   0.03     0.00   0.00   0.00    -0.02  -0.03  -0.01
  64   1    -0.01   0.02   0.07    -0.00   0.00   0.00    -0.00  -0.01  -0.03
  65   1    -0.01  -0.00   0.04    -0.00  -0.00   0.00    -0.01  -0.01  -0.00
  66   1     0.00   0.04   0.06     0.00   0.00   0.00    -0.00  -0.02  -0.02
  67   6     0.02   0.07  -0.00    -0.04  -0.11   0.01    -0.00  -0.00   0.00
  68   6     0.03   0.06  -0.00    -0.05  -0.11   0.00    -0.00  -0.00   0.00
  69   6    -0.06  -0.13  -0.00     0.08   0.15  -0.00     0.00   0.00  -0.00
  70   6    -0.05  -0.00  -0.00     0.06   0.05   0.00     0.00   0.00   0.00
  71   6     0.09   0.08   0.00    -0.11  -0.11  -0.00    -0.00  -0.00   0.00
  72   6     0.01  -0.08   0.00    -0.01   0.09  -0.00    -0.00   0.00  -0.00
  73   7    -0.04   0.07  -0.00     0.03  -0.11   0.00     0.00  -0.00  -0.00
  74   6     0.06   0.01   0.00    -0.04   0.02  -0.00    -0.00   0.00   0.00
  75   1    -0.01  -0.03  -0.00     0.02   0.02   0.00     0.00   0.00  -0.00
  76   1    -0.05  -0.03  -0.00     0.06   0.02   0.00     0.00   0.00  -0.00
  77   1    -0.03  -0.01  -0.00     0.03   0.01   0.00     0.00   0.00   0.00
  78   1    -0.04  -0.04  -0.00     0.03   0.04   0.00     0.00   0.00   0.00
  79   6     0.08  -0.12  -0.03     0.14   0.21  -0.04     0.00   0.00  -0.00
  80   6    -0.04   0.04   0.01    -0.11   0.06   0.04    -0.00   0.00   0.00
  81   6     0.01  -0.07  -0.00     0.04  -0.26  -0.02     0.00  -0.00  -0.00
  82   6     0.02  -0.00  -0.01     0.10   0.10  -0.03     0.00   0.00  -0.00
  83   6    -0.04   0.20   0.02    -0.18   0.03   0.06    -0.00   0.00   0.00
  84   6    -0.06  -0.06   0.02     0.04  -0.11  -0.02     0.00  -0.00  -0.00
  85   1    -0.02   0.00   0.01     0.03   0.08  -0.01     0.00   0.00  -0.00
  86   1    -0.01   0.04   0.01    -0.03   0.15   0.01    -0.00   0.00   0.00
  87   1    -0.06   0.03   0.03    -0.06   0.06   0.03    -0.00   0.00   0.00
  88   1    -0.03   0.03   0.01    -0.02   0.12   0.01    -0.00   0.00  -0.00
  89   6     0.11  -0.14  -0.03     0.08  -0.06  -0.02     0.00  -0.00  -0.00
  90   6     0.06   0.01   0.02     0.02   0.01   0.01     0.00   0.00   0.00
  91   6    -0.12   0.07   0.00    -0.07   0.02  -0.00    -0.00   0.00  -0.00
  92   6     0.00  -0.09  -0.03     0.04  -0.02  -0.00     0.00  -0.00  -0.00
  93   7     0.03   0.09   0.04    -0.01   0.04   0.02     0.00   0.00   0.00
  94   6    -0.09   0.01  -0.02    -0.02  -0.02  -0.01    -0.00   0.00  -0.00
  95   1     0.03  -0.04  -0.02     0.01  -0.03  -0.02     0.00  -0.00  -0.00
  96   1     0.07  -0.02   0.01     0.02  -0.01  -0.00     0.00  -0.00   0.00
  97   1     0.04   0.00   0.01     0.00  -0.01  -0.01     0.00   0.00   0.00
  98   1     0.06  -0.05  -0.00     0.02  -0.02  -0.00     0.00  -0.00  -0.00
  99   6    -0.00  -0.07  -0.02    -0.00  -0.00  -0.00     0.01   0.12   0.05
 100   6    -0.00  -0.06  -0.02    -0.00  -0.00  -0.00     0.00   0.12   0.05
 101   6     0.00   0.12   0.06     0.00   0.00   0.00    -0.00  -0.16  -0.10
 102   6    -0.00   0.00   0.05    -0.00   0.00   0.00     0.00  -0.05  -0.06
 103   6     0.00  -0.07  -0.08     0.00  -0.00  -0.00    -0.00   0.12   0.12
 104   6     0.00   0.07  -0.01     0.00   0.00  -0.00    -0.00  -0.10   0.01
 105   7    -0.00  -0.07   0.04     0.00  -0.00   0.00     0.00   0.12  -0.03
 106   6     0.00  -0.01  -0.06    -0.00   0.00  -0.00    -0.00  -0.02   0.05
 107   1    -0.00   0.03   0.01     0.00   0.00   0.00     0.00  -0.02  -0.02
 108   1    -0.00   0.03   0.05     0.00   0.00   0.00     0.00  -0.03  -0.06
 109   1    -0.00   0.01   0.02    -0.00   0.00   0.00     0.00  -0.01  -0.03
 110   1    -0.00   0.04   0.04    -0.00   0.00   0.00     0.00  -0.04  -0.03
 111   6    -0.03   0.11  -0.07     0.00   0.00   0.00    -0.04  -0.23  -0.15
 112   6     0.01  -0.04   0.03    -0.00   0.00  -0.00     0.04  -0.07   0.12
 113   6    -0.00   0.07  -0.00     0.00  -0.01   0.00    -0.02   0.28  -0.04
 114   6    -0.01   0.00  -0.02     0.00   0.00   0.00    -0.04  -0.11  -0.11
 115   6     0.02  -0.18   0.03    -0.00   0.00  -0.00     0.07  -0.04   0.20
 116   6     0.02   0.05   0.06     0.00  -0.00   0.00    -0.02   0.12  -0.04
 117   1     0.01  -0.00   0.02     0.00   0.00   0.00    -0.01  -0.09  -0.04
 118   1     0.00  -0.04   0.01    -0.00   0.00  -0.00     0.01  -0.16   0.03
 119   1     0.03  -0.03   0.05    -0.00   0.00  -0.00     0.03  -0.07   0.06
 120   1     0.01  -0.03   0.03     0.00   0.00  -0.00     0.01  -0.13   0.02
 121   6    -0.03   0.13  -0.10     0.00  -0.00   0.00    -0.02   0.07  -0.09
 122   6     0.02  -0.00  -0.06    -0.00   0.00   0.00     0.01  -0.01  -0.02
 123   6     0.00  -0.07   0.11     0.00   0.00  -0.00    -0.00  -0.03   0.07
 124   6    -0.03   0.08  -0.00     0.00  -0.00   0.00    -0.00   0.02  -0.04
 125   7     0.04  -0.08  -0.03    -0.00   0.00  -0.00     0.02  -0.05   0.01
 126   6    -0.01  -0.01   0.08     0.00  -0.00  -0.00    -0.01   0.02   0.02
 127   1    -0.02   0.04  -0.03     0.00  -0.00   0.00    -0.02   0.03  -0.01
 128   1     0.01   0.02  -0.06    -0.00  -0.00   0.00    -0.00   0.01  -0.03
 129   1     0.01   0.00  -0.03    -0.00   0.00   0.00    -0.01   0.01  -0.00
 130   1    -0.00   0.04  -0.06     0.00  -0.00   0.00    -0.00   0.02  -0.02
                    307                    308                    309
                        a                      a                      a 
 Frequencies --  1471.1403              1471.3156              1525.5835
 Red. masses --    10.4428                10.4571                11.5586
 Frc consts  --     0.0000                 0.0000                 0.0000
 IR Inten    --     0.0171                 0.0279                 0.1454
 Raman Activ --     0.0000                 0.0000                 0.0000
 Depolar     --     0.0000                 0.0000                 0.0000
 Atom AN      X      Y      Z        X      Y      Z        X      Y      Z
   1  46    -0.00   0.00  -0.00     0.00  -0.00  -0.00    -0.00   0.00   0.00
   2  46     0.00  -0.00  -0.00    -0.00   0.00   0.00    -0.00  -0.00   0.00
   3   6     0.03  -0.08  -0.01    -0.03   0.08   0.01    -0.01   0.02   0.00
   4   6     0.04  -0.08  -0.00    -0.04   0.08   0.00     0.00   0.02   0.00
   5   6    -0.07   0.11   0.00     0.07  -0.11  -0.00    -0.19  -0.13  -0.01
   6   6    -0.04   0.03  -0.00     0.04  -0.03   0.00     0.10   0.15   0.01
   7   6     0.08  -0.08  -0.00    -0.08   0.08   0.00    -0.19  -0.02  -0.01
   8   6     0.01   0.07   0.00    -0.01  -0.07  -0.00     0.26   0.11   0.01
   9   7    -0.02  -0.08  -0.00     0.02   0.08   0.00    -0.11  -0.07  -0.00
  10   6     0.04   0.01   0.00    -0.04  -0.01  -0.00     0.15  -0.03   0.00
  11   1    -0.01   0.02   0.00     0.01  -0.02  -0.00     0.02  -0.05  -0.00
  12   1    -0.04   0.02  -0.00     0.04  -0.02   0.00     0.02  -0.05  -0.00
  13   1    -0.02   0.01  -0.00     0.02  -0.01   0.00    -0.06  -0.05  -0.00
  14   1    -0.02   0.03   0.00     0.03  -0.03  -0.00    -0.02   0.03   0.00
  15   6    -0.10   0.15   0.03     0.09  -0.15  -0.03     0.00  -0.01  -0.00
  16   6     0.08   0.04  -0.03    -0.07  -0.04   0.03    -0.00  -0.00   0.00
  17   6    -0.02  -0.19   0.01     0.02   0.18  -0.01     0.00   0.01  -0.00
  18   6    -0.07   0.07   0.03     0.07  -0.07  -0.03    -0.00  -0.01   0.00
  19   6     0.13   0.03  -0.04    -0.13  -0.02   0.04    -0.00   0.01   0.00
  20   6    -0.03  -0.08   0.01     0.03   0.08  -0.01     0.00  -0.01  -0.00
  21   1    -0.02   0.06   0.01     0.02  -0.06  -0.01     0.00  -0.00  -0.00
  22   1     0.02   0.11  -0.01    -0.02  -0.10   0.01    -0.00  -0.00  -0.00
  23   1     0.04   0.05  -0.02    -0.04  -0.04   0.02     0.00  -0.00  -0.00
  24   1     0.01   0.08  -0.00    -0.01  -0.08   0.00     0.00   0.00  -0.00
  25   6    -0.06  -0.04   0.01     0.06   0.04  -0.01    -0.00   0.00  -0.00
  26   6    -0.01   0.01  -0.01     0.01  -0.01   0.01     0.00  -0.01   0.00
  27   6     0.05   0.02   0.00    -0.05  -0.01  -0.00    -0.00   0.00  -0.00
  28   6    -0.03  -0.01  -0.00     0.03   0.01   0.00     0.01  -0.00   0.00
  29   7     0.01   0.03  -0.01    -0.01  -0.03   0.01    -0.00   0.00  -0.00
  30   6     0.01  -0.01   0.01    -0.01   0.01  -0.01     0.00   0.00   0.00
  31   1    -0.01  -0.02   0.01     0.01   0.02  -0.01     0.00   0.00  -0.00
  32   1    -0.02  -0.01   0.00     0.02   0.01  -0.00    -0.00   0.00  -0.00
  33   1    -0.00  -0.01   0.00    -0.00   0.01  -0.00    -0.00   0.00  -0.00
  34   1    -0.01  -0.01   0.00     0.01   0.01  -0.00    -0.00  -0.00  -0.00
  35   6    -0.01   0.08  -0.03    -0.01   0.09  -0.03    -0.00   0.02  -0.01
  36   6    -0.00   0.09  -0.04    -0.00   0.09  -0.04    -0.00   0.02   0.00
  37   6     0.00  -0.12   0.07     0.00  -0.12   0.07     0.01  -0.12  -0.18
  38   6    -0.00  -0.03   0.04    -0.00  -0.03   0.04    -0.01   0.15   0.10
  39   6    -0.00   0.08  -0.08    -0.00   0.09  -0.08     0.00  -0.01  -0.18
  40   6     0.00  -0.07  -0.01     0.00  -0.08  -0.01    -0.01   0.11   0.26
  41   7    -0.00   0.09   0.02    -0.00   0.09   0.02     0.00  -0.07  -0.11
  42   6     0.00  -0.01  -0.04     0.00  -0.01  -0.04    -0.00  -0.03   0.15
  43   1     0.00  -0.02   0.01     0.00  -0.02   0.01     0.00  -0.05   0.02
  44   1    -0.00  -0.02   0.04    -0.00  -0.02   0.05     0.00  -0.05   0.02
  45   1    -0.00  -0.01   0.02    -0.00  -0.01   0.02     0.00  -0.05  -0.06
  46   1     0.00  -0.03   0.02     0.00  -0.03   0.03    -0.00   0.03  -0.02
  47   6     0.03  -0.16   0.10     0.03  -0.17   0.10     0.00  -0.01   0.00
  48   6    -0.03  -0.04  -0.08    -0.03  -0.05  -0.08    -0.00  -0.00  -0.00
  49   6     0.01   0.19   0.03     0.01   0.20   0.03     0.00   0.01   0.00
  50   6     0.03  -0.08   0.07     0.03  -0.08   0.07    -0.00  -0.01  -0.00
  51   6    -0.05  -0.02  -0.14    -0.05  -0.02  -0.14    -0.00   0.01  -0.00
  52   6     0.01   0.08   0.03     0.01   0.08   0.03     0.00  -0.01   0.00
  53   1     0.01  -0.06   0.02     0.01  -0.06   0.03     0.00  -0.00   0.00
  54   1    -0.01  -0.11  -0.02    -0.01  -0.11  -0.02     0.00  -0.00  -0.00
  55   1    -0.02  -0.05  -0.04    -0.02  -0.05  -0.04     0.00  -0.00   0.00
  56   1    -0.00  -0.09  -0.01    -0.00  -0.09  -0.01     0.00   0.00   0.00
  57   6     0.01   0.04   0.06     0.01   0.04   0.06     0.00   0.00  -0.00
  58   6    -0.01  -0.01   0.01    -0.01  -0.01   0.01    -0.00  -0.01   0.00
  59   6     0.00  -0.02  -0.05     0.00  -0.02  -0.05     0.00   0.00  -0.00
  60   6    -0.00   0.01   0.03    -0.00   0.01   0.03    -0.00  -0.00   0.01
  61   7    -0.01  -0.03  -0.01    -0.01  -0.03  -0.01     0.00   0.00  -0.00
  62   6     0.01   0.02  -0.01     0.01   0.02  -0.01    -0.00   0.00   0.00
  63   1     0.01   0.02   0.01     0.01   0.02   0.01     0.00   0.00   0.00
  64   1     0.00   0.01   0.02     0.00   0.01   0.02     0.00   0.00  -0.00
  65   1     0.00   0.01   0.00     0.00   0.01   0.00     0.00   0.00  -0.00
  66   1     0.00   0.01   0.01     0.00   0.01   0.01     0.00  -0.00  -0.00
  67   6    -0.04  -0.10   0.01     0.04   0.09  -0.01     0.01   0.02  -0.00
  68   6    -0.04  -0.10   0.00     0.04   0.09  -0.00    -0.00   0.02  -0.00
  69   6     0.08   0.13  -0.00    -0.07  -0.12   0.00     0.19  -0.13   0.01
  70   6     0.05   0.04   0.00    -0.04  -0.04  -0.00    -0.10   0.16  -0.00
  71   6    -0.09  -0.09  -0.00     0.09   0.09   0.00     0.19  -0.02   0.01
  72   6    -0.01   0.08  -0.00     0.01  -0.08   0.00    -0.27   0.11  -0.01
  73   7     0.03  -0.10   0.00    -0.03   0.09  -0.00     0.12  -0.07   0.00
  74   6    -0.04   0.01  -0.00     0.04  -0.01   0.00    -0.15  -0.03  -0.00
  75   1     0.01   0.02   0.00    -0.01  -0.02  -0.00    -0.02  -0.06  -0.00
  76   1     0.05   0.02   0.00    -0.05  -0.02  -0.00    -0.02  -0.05  -0.00
  77   1     0.02   0.01   0.00    -0.02  -0.01  -0.00     0.06  -0.05   0.00
  78   1     0.02   0.03   0.00    -0.03  -0.03  -0.00     0.02   0.03   0.00
  79   6     0.11   0.18  -0.03    -0.11  -0.17   0.03    -0.00  -0.02   0.00
  80   6    -0.09   0.05   0.03     0.08  -0.05  -0.03     0.00  -0.00  -0.00
  81   6     0.03  -0.22  -0.02    -0.03   0.21   0.01    -0.00   0.02   0.00
  82   6     0.08   0.09  -0.03    -0.08  -0.08   0.03     0.00  -0.01  -0.00
  83   6    -0.16   0.03   0.05     0.15  -0.02  -0.05     0.00   0.01  -0.00
  84   6     0.03  -0.09  -0.01    -0.03   0.09   0.01    -0.00  -0.01   0.00
  85   1     0.03   0.07  -0.01    -0.03  -0.06   0.01    -0.00  -0.00   0.00
  86   1    -0.03   0.13   0.01     0.02  -0.12  -0.01     0.00  -0.00  -0.00
  87   1    -0.05   0.05   0.02     0.04  -0.05  -0.02    -0.00  -0.00   0.00
  88   1    -0.02   0.10   0.01     0.01  -0.09  -0.00    -0.00   0.00   0.00
  89   6     0.07  -0.05  -0.02    -0.06   0.05   0.01     0.00   0.00   0.00
  90   6     0.01   0.01   0.01    -0.01  -0.01  -0.01    -0.00  -0.01  -0.00
  91   6    -0.06   0.02  -0.00     0.05  -0.02   0.00     0.00   0.00   0.00
  92   6     0.03  -0.02   0.00    -0.03   0.01  -0.00    -0.01  -0.00  -0.00
  93   7    -0.01   0.04   0.01     0.01  -0.04  -0.01     0.00   0.00   0.00
  94   6    -0.02  -0.02  -0.01     0.01   0.02   0.01    -0.00   0.00  -0.00
  95   1     0.01  -0.03  -0.01    -0.01   0.02   0.01    -0.00   0.00   0.00
  96   1     0.02  -0.01  -0.00    -0.02   0.01   0.00    -0.00   0.00   0.00
  97   1     0.00  -0.01  -0.01    -0.00   0.01   0.00     0.00   0.00   0.00
  98   1     0.01  -0.02  -0.00    -0.01   0.02   0.00     0.00  -0.00   0.00
  99   6     0.01   0.08   0.04     0.01   0.09   0.04     0.00   0.02   0.01
 100   6     0.00   0.09   0.04     0.00   0.09   0.04     0.00   0.01  -0.00
 101   6    -0.00  -0.11  -0.07    -0.00  -0.12  -0.08    -0.00  -0.12   0.18
 102   6     0.00  -0.03  -0.04     0.00  -0.03  -0.04     0.00   0.14  -0.09
 103   6    -0.00   0.08   0.08    -0.00   0.09   0.09    -0.00  -0.02   0.18
 104   6    -0.00  -0.07   0.01    -0.00  -0.08   0.01     0.01   0.11  -0.24
 105   7     0.00   0.09  -0.02     0.00   0.09  -0.02    -0.00  -0.07   0.11
 106   6    -0.00  -0.01   0.04    -0.00  -0.01   0.04     0.00  -0.03  -0.14
 107   1     0.00  -0.02  -0.01     0.00  -0.02  -0.01    -0.00  -0.05  -0.02
 108   1     0.00  -0.02  -0.04     0.00  -0.02  -0.05     0.00  -0.05  -0.02
 109   1     0.00  -0.01  -0.02     0.00  -0.01  -0.02    -0.00  -0.05   0.05
 110   1     0.00  -0.03  -0.02     0.00  -0.03  -0.03    -0.00   0.03   0.02
 111   6    -0.03  -0.16  -0.10    -0.03  -0.17  -0.11    -0.00  -0.01  -0.00
 112   6     0.03  -0.05   0.08     0.03  -0.05   0.08     0.00  -0.00   0.00
 113   6    -0.01   0.19  -0.02    -0.01   0.20  -0.02    -0.00   0.01  -0.00
 114   6    -0.03  -0.08  -0.07    -0.03  -0.08  -0.08     0.00  -0.01   0.00
 115   6     0.05  -0.03   0.14     0.05  -0.03   0.14     0.00   0.01   0.00
 116   6    -0.01   0.08  -0.03    -0.01   0.09  -0.03    -0.00  -0.01  -0.00
 117   1    -0.01  -0.06  -0.03    -0.01  -0.06  -0.03    -0.00  -0.00  -0.00
 118   1     0.01  -0.11   0.02     0.01  -0.11   0.02     0.00  -0.00   0.00
 119   1     0.02  -0.05   0.04     0.02  -0.05   0.04    -0.00  -0.00  -0.00
 120   1     0.00  -0.09   0.01     0.00  -0.09   0.01    -0.00   0.00  -0.00
 121   6    -0.01   0.05  -0.06    -0.01   0.05  -0.06    -0.00   0.00   0.00
 122   6     0.01  -0.01  -0.01     0.01  -0.01  -0.01     0.00  -0.01  -0.00
 123   6    -0.00  -0.02   0.05    -0.00  -0.02   0.05    -0.00   0.00   0.00
 124   6     0.00   0.01  -0.03     0.00   0.01  -0.03     0.00  -0.00  -0.01
 125   7     0.01  -0.03   0.01     0.01  -0.03   0.01    -0.00   0.00   0.00
 126   6    -0.01   0.01   0.01    -0.01   0.02   0.01     0.00   0.00  -0.00
 127   1    -0.01   0.02  -0.01    -0.01   0.02  -0.01    -0.00   0.00  -0.00
 128   1    -0.00   0.01  -0.02    -0.00   0.01  -0.02    -0.00   0.00   0.00
 129   1    -0.00   0.01  -0.00    -0.00   0.01  -0.00    -0.00   0.00   0.00
 130   1    -0.00   0.01  -0.01    -0.00   0.02  -0.01    -0.00  -0.00   0.00
                    310                    311                    312
                        a                      a                      a 
 Frequencies --  1527.6087              1529.1183              1529.2456
 Red. masses --    11.6080                11.6065                11.6066
 Frc consts  --     0.0000                 0.0000                 0.0000
 IR Inten    --     0.0265                 0.6720                 0.6728
 Raman Activ --     0.0000                 0.0000                 0.0000
 Depolar     --     0.0000                 0.0000                 0.0000
 Atom AN      X      Y      Z        X      Y      Z        X      Y      Z
   1  46    -0.00  -0.00  -0.00     0.01   0.00   0.00     0.00   0.00  -0.01
   2  46    -0.00   0.00  -0.00     0.00   0.00   0.00     0.00   0.00  -0.00
   3   6    -0.01   0.02   0.00    -0.01   0.03   0.00    -0.00   0.00  -0.00
   4   6     0.00   0.01   0.00    -0.00   0.03   0.00    -0.00   0.00  -0.00
   5   6    -0.17  -0.12  -0.01    -0.24  -0.22  -0.01     0.00   0.00   0.00
   6   6     0.08   0.15   0.01     0.12   0.28   0.01    -0.00  -0.00   0.00
   7   6    -0.16  -0.03  -0.00    -0.22  -0.07  -0.01     0.00  -0.00   0.00
   8   6     0.24   0.11   0.01     0.36   0.18   0.01    -0.00  -0.00   0.00
   9   7    -0.11  -0.07  -0.01    -0.17  -0.13  -0.01     0.00   0.00  -0.00
  10   6     0.13  -0.02   0.00     0.17  -0.01   0.00    -0.00   0.00  -0.00
  11   1     0.02  -0.05  -0.00     0.02  -0.09  -0.00    -0.00   0.00   0.00
  12   1     0.02  -0.05  -0.00     0.02  -0.07  -0.00    -0.00   0.00   0.00
  13   1    -0.05  -0.04  -0.00    -0.09  -0.06  -0.00    -0.00  -0.00   0.00
  14   1    -0.01   0.03   0.00    -0.02   0.04   0.00    -0.00  -0.00   0.00
  15   6     0.00  -0.01  -0.00     0.01  -0.02  -0.00    -0.00  -0.00   0.00
  16   6    -0.00  -0.01   0.00     0.00  -0.02  -0.00     0.00   0.00  -0.00
  17   6     0.00   0.02  -0.00     0.00   0.04  -0.00    -0.00  -0.00   0.00
  18   6    -0.00  -0.01   0.00    -0.00  -0.02   0.00     0.00   0.00  -0.00
  19   6    -0.00   0.01   0.00    -0.01   0.03   0.00    -0.00   0.00   0.00
  20   6     0.00  -0.01  -0.00     0.01  -0.02  -0.00     0.00   0.00  -0.00
  21   1     0.00  -0.00  -0.00    -0.00  -0.00   0.00     0.00   0.00  -0.00
  22   1    -0.00  -0.00   0.00    -0.00  -0.01   0.00    -0.00   0.00  -0.00
  23   1     0.00  -0.00  -0.00     0.00  -0.00  -0.00     0.00   0.00  -0.00
  24   1     0.00   0.00  -0.00     0.00   0.00  -0.00     0.00   0.00   0.00
  25   6    -0.01   0.00  -0.00    -0.01   0.00  -0.01     0.00  -0.00   0.00
  26   6     0.00  -0.00   0.00     0.00  -0.01   0.00    -0.00   0.00  -0.00
