 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
  79   6    -0.06   0.01  -0.04    -0.00  -0.02   0.03    -0.02  -0.07   0.00
  80   6    -0.07   0.01  -0.06    -0.02  -0.03  -0.02    -0.02  -0.07   0.01
  81   6    -0.07   0.01  -0.06    -0.03  -0.04  -0.10    -0.02  -0.07   0.01
  82   6    -0.07   0.01  -0.05    -0.03  -0.03  -0.11    -0.01  -0.07   0.01
  83   6    -0.06   0.01  -0.03    -0.01  -0.02  -0.05    -0.01  -0.06   0.01
  84   6    -0.06   0.01  -0.03     0.00  -0.02   0.02    -0.02  -0.06   0.00
  85   1    -0.02   0.00  -0.02    -0.01  -0.01  -0.00    -0.01  -0.02   0.00
  86   1    -0.02   0.00  -0.02    -0.01  -0.01  -0.04    -0.00  -0.02   0.00
  87   1    -0.02   0.00  -0.02    -0.01  -0.01  -0.05    -0.00  -0.02   0.00
  88   1    -0.02   0.00  -0.00     0.00  -0.00   0.02    -0.01  -0.02  -0.00
  89   6    -0.06   0.00  -0.02    -0.00  -0.01  -0.05    -0.01  -0.06   0.01
  90   6    -0.06   0.00  -0.02     0.01   0.00  -0.10     0.00  -0.07   0.02
  91   6    -0.06   0.00  -0.01     0.02   0.01  -0.09     0.02  -0.06   0.02
  92   6    -0.06  -0.00   0.00     0.01  -0.00  -0.04     0.02  -0.04   0.01
  93   7    -0.07   0.00   0.00    -0.01  -0.02  -0.01     0.01  -0.04   0.00
  94   6    -0.06   0.00  -0.01    -0.01  -0.02  -0.01    -0.01  -0.04   0.00
  95   1    -0.02   0.00  -0.01     0.01   0.00  -0.04     0.00  -0.02   0.01
  96   1    -0.02  -0.00  -0.00     0.01   0.01  -0.04     0.01  -0.02   0.01
  97   1    -0.02  -0.00   0.00     0.00  -0.00  -0.01     0.01  -0.01   0.00
  98   1    -0.02   0.00  -0.00    -0.01  -0.01   0.01    -0.00  -0.01  -0.00
  99   6     0.12  -0.01   0.01    -0.00  -0.06  -0.03     0.10   0.03  -0.01
 100   6     0.08  -0.01   0.02    -0.00  -0.06  -0.03     0.15   0.03  -0.02
 101   6     0.05  -0.01   0.02    -0.00  -0.06  -0.04     0.17   0.03  -0.02
 102   6     0.07  -0.01   0.02    -0.01  -0.06  -0.05     0.33   0.03  -0.01
 103   6     0.03  -0.01   0.02    -0.01  -0.06  -0.06     0.32   0.03  -0.00
 104   6    -0.02  -0.01   0.01     0.00  -0.04  -0.06     0.14   0.02  -0.00
 105   7    -0.04  -0.01   0.02     0.01  -0.04  -0.06    -0.00   0.02  -0.01
 106   6    -0.01  -0.01   0.02     0.01  -0.04  -0.04     0.01   0.02  -0.02
 107   1     0.03  -0.00   0.01    -0.01  -0.02  -0.01     0.13   0.01  -0.00
 108   1     0.01  -0.00   0.00    -0.00  -0.02  -0.02     0.13   0.01   0.00
 109   1    -0.01  -0.00   0.00     0.00  -0.01  -0.02     0.03   0.01  -0.00
 110   1    -0.01  -0.00   0.01     0.01  -0.01  -0.01    -0.04   0.01  -0.01
 111   6     0.15  -0.01  -0.00    -0.00  -0.06  -0.03     0.03   0.03   0.00
 112   6     0.24   0.00  -0.03    -0.00  -0.07  -0.03    -0.03   0.04   0.02
 113   6     0.27   0.01  -0.05    -0.00  -0.07  -0.02    -0.11   0.04   0.04
 114   6     0.21   0.00  -0.04    -0.00  -0.07  -0.01    -0.12   0.03   0.03
 115   6     0.12  -0.01  -0.00    -0.00  -0.06  -0.01    -0.05   0.02   0.01
 116   6     0.10  -0.01   0.01    -0.00  -0.06  -0.02     0.02   0.02  -0.00
 117   1     0.08   0.00  -0.01    -0.00  -0.02  -0.01    -0.00   0.01   0.01
 118   1     0.10   0.00  -0.02    -0.00  -0.02  -0.01    -0.05   0.01   0.02
 119   1     0.07   0.00  -0.01    -0.00  -0.02  -0.00    -0.05   0.01   0.01
 120   1     0.01  -0.01   0.01    -0.00  -0.02  -0.01     0.02   0.00  -0.01
 121   6     0.07  -0.02   0.01    -0.01  -0.05  -0.01    -0.06   0.01   0.00
 122   6     0.08  -0.02   0.03    -0.01  -0.06   0.01    -0.10  -0.00  -0.01
 123   6     0.02  -0.03   0.04    -0.01  -0.05   0.02    -0.09  -0.00  -0.02
 124   6    -0.04  -0.03   0.03    -0.01  -0.04   0.02    -0.04   0.01  -0.01
 125   7    -0.05  -0.03   0.00    -0.01  -0.03   0.01    -0.01   0.02   0.01
 126   6    -0.00  -0.02  -0.00    -0.00  -0.04  -0.01    -0.01   0.02   0.01
 127   1     0.04  -0.01   0.01    -0.00  -0.02   0.00    -0.04  -0.00  -0.01
 128   1     0.01  -0.01   0.02    -0.00  -0.02   0.01    -0.04  -0.00  -0.01
 129   1    -0.02  -0.01   0.01    -0.00  -0.01   0.01    -0.01   0.00  -0.00
 130   1    -0.01  -0.00  -0.01    -0.00  -0.01  -0.00     0.01   0.01   0.01
                      7                      8                      9
                        a                      a                      a 
 Frequencies --    27.7199                30.1654                31.3595
 Red. masses --    10.8982                18.8109                21.1891
 Frc consts  --     0.0000                 0.0000                 0.0000
 IR Inten    --     0.0097                 0.0581                 0.0573
 Raman Activ --     0.0000                 0.0000                 0.0000
 Depolar     --     0.0000                 0.0000                 0.0000
 Atom AN      X      Y      Z        X      Y      Z        X      Y      Z
   1  46     0.00   0.00  -0.01    -0.02   0.21   0.02    -0.11  -0.03   0.23
   2  46    -0.00  -0.00   0.00     0.01  -0.19  -0.01     0.11   0.03  -0.15
   3   6    -0.00  -0.01  -0.07    -0.06   0.00   0.09    -0.00  -0.03  -0.00
   4   6    -0.00  -0.01  -0.11    -0.05   0.01   0.06    -0.03  -0.04  -0.00
   5   6     0.00  -0.00  -0.13    -0.03   0.02   0.02    -0.04  -0.04  -0.00
   6   6     0.01  -0.00  -0.22    -0.01   0.01  -0.07    -0.04  -0.04  -0.07
   7   6     0.01  -0.00  -0.21     0.02   0.02  -0.13    -0.03  -0.04  -0.07
   8   6     0.01  -0.00  -0.11     0.02   0.05  -0.10    -0.03  -0.04  -0.00
   9   7     0.00  -0.00  -0.03    -0.00   0.06  -0.02    -0.04  -0.04   0.07
  10   6    -0.00  -0.00  -0.04    -0.03   0.04   0.04    -0.04  -0.04   0.07
  11   1     0.00  -0.00  -0.09    -0.00  -0.00  -0.03    -0.01  -0.01  -0.04
  12   1     0.00  -0.00  -0.08     0.01   0.00  -0.06    -0.01  -0.01  -0.04
  13   1     0.00   0.00  -0.03     0.01   0.02  -0.04    -0.01  -0.01  -0.00
  14   1    -0.00  -0.00   0.01    -0.01   0.02   0.03    -0.01  -0.01   0.04
  15   6     0.00  -0.01  -0.02    -0.05   0.01   0.09     0.02  -0.02   0.00
  16   6     0.02  -0.02   0.03    -0.03   0.04   0.13     0.03  -0.00   0.02
  17   6     0.03  -0.03   0.09    -0.00   0.06   0.10     0.04   0.00   0.03
  18   6     0.02  -0.02   0.10     0.01   0.03   0.04     0.05  -0.01   0.01
  19   6     0.00  -0.01   0.04    -0.01  -0.00   0.01     0.04  -0.03  -0.02
  20   6    -0.00  -0.00  -0.01    -0.04  -0.02   0.04     0.02  -0.03  -0.02
  21   1     0.01  -0.01   0.01    -0.01   0.02   0.05     0.01   0.00   0.01
  22   1     0.01  -0.01   0.04     0.00   0.02   0.04     0.02   0.00   0.01
  23   1     0.01  -0.01   0.04     0.01   0.01   0.00     0.02  -0.00   0.00
  24   1    -0.00   0.00  -0.01    -0.01  -0.01   0.01     0.00  -0.01  -0.01
  25   6    -0.00   0.00   0.05     0.01  -0.03  -0.05     0.04  -0.03  -0.04
  26   6    -0.02   0.01   0.09     0.03  -0.06  -0.12     0.03  -0.04  -0.04
  27   6    -0.02   0.01   0.08     0.05  -0.09  -0.17     0.02  -0.03  -0.05
  28   6    -0.01   0.00   0.03     0.04  -0.09  -0.15     0.02  -0.02  -0.05
  29   7    -0.00  -0.00   0.01     0.02  -0.07  -0.09     0.04  -0.02  -0.05
  30   6     0.00  -0.01   0.01     0.00  -0.04  -0.04     0.04  -0.02  -0.05
  31   1    -0.01   0.01   0.03     0.01  -0.02  -0.04     0.01  -0.01  -0.01
  32   1    -0.01   0.01   0.03     0.02  -0.03  -0.07     0.00  -0.01  -0.01
  33   1    -0.00   0.00   0.01     0.02  -0.03  -0.06     0.00  -0.00  -0.01
  34   1     0.00  -0.00  -0.01    -0.00  -0.01   0.00     0.01  -0.01  -0.01
  35   6    -0.09   0.01  -0.00    -0.08   0.01  -0.06     0.00   0.10   0.05
  36   6    -0.13   0.01  -0.00    -0.05   0.02  -0.04     0.00   0.12   0.11
  37   6    -0.14   0.01  -0.00    -0.00   0.03  -0.02     0.01   0.12   0.11
  38   6    -0.25   0.01  -0.01     0.09   0.02   0.01     0.05   0.14   0.09
  39   6    -0.23   0.01  -0.01     0.15   0.03   0.03     0.05   0.13   0.06
  40   6    -0.12   0.01  -0.01     0.11   0.06   0.03     0.01   0.10   0.06
  41   7    -0.03   0.01  -0.01     0.02   0.07   0.01    -0.03   0.09   0.09
  42   6    -0.04   0.01  -0.00    -0.04   0.06  -0.01    -0.03   0.10   0.10
  43   1    -0.10   0.00  -0.00     0.04   0.00   0.00     0.02   0.05   0.03
  44   1    -0.09   0.00  -0.01     0.06   0.01   0.01     0.02   0.04   0.01
  45   1    -0.03   0.00  -0.00     0.04   0.02   0.01     0.00   0.03   0.01
  46   1     0.01   0.00   0.00    -0.03   0.02  -0.01    -0.02   0.02   0.03
  47   6    -0.03   0.02  -0.01    -0.09   0.02  -0.05    -0.00   0.09   0.02
  48   6     0.02   0.03  -0.02    -0.13   0.05  -0.03    -0.02   0.06   0.01
  49   6     0.09   0.04  -0.03    -0.11   0.06  -0.00    -0.02   0.05  -0.02
  50   6     0.11   0.02  -0.02    -0.05   0.04   0.00    -0.02   0.07  -0.05
  51   6     0.05   0.01  -0.01    -0.02   0.01  -0.02    -0.01   0.10  -0.05
  52   6    -0.02   0.00   0.00    -0.04  -0.00  -0.04     0.01   0.11  -0.02
  53   1     0.00   0.01  -0.01    -0.05   0.02  -0.01    -0.01   0.01   0.01
  54   1     0.04   0.01  -0.01    -0.04   0.02   0.00    -0.01   0.01  -0.01
  55   1     0.05   0.01  -0.01    -0.01   0.01   0.01    -0.01   0.02  -0.02
  56   1    -0.02  -0.00   0.00    -0.00  -0.01  -0.02     0.01   0.04  -0.01
  57   6     0.06  -0.00   0.00     0.04  -0.02  -0.00    -0.02   0.12  -0.06
  58   6     0.10  -0.02   0.02     0.09  -0.04   0.02    -0.07   0.14  -0.07
  59   6     0.10  -0.02   0.03     0.15  -0.07   0.04    -0.07   0.14  -0.06
  60   6     0.05  -0.01   0.02     0.14  -0.08   0.03    -0.02   0.11  -0.05
  61   7     0.01   0.00   0.00     0.09  -0.06   0.01     0.02   0.10  -0.05
  62   6     0.01   0.01  -0.00     0.04  -0.03  -0.01     0.02   0.10  -0.05
  63   1     0.04  -0.01   0.01     0.03  -0.01   0.00    -0.03   0.05  -0.02
  64   1     0.04  -0.01   0.01     0.06  -0.02   0.02    -0.03   0.04  -0.02
  65   1     0.01  -0.00   0.01     0.05  -0.03   0.01    -0.00   0.03  -0.01
  66   1    -0.01   0.01  -0.00    -0.00  -0.01  -0.01     0.02   0.02  -0.01
  67   6     0.00  -0.01   0.09     0.06   0.01  -0.08    -0.02   0.02   0.01
  68   6     0.00  -0.01   0.13     0.04   0.02  -0.06    -0.04   0.03   0.01
  69   6     0.00  -0.01   0.15     0.02   0.03  -0.01    -0.04   0.03   0.00
  70   6    -0.01  -0.01   0.27    -0.00   0.01   0.07    -0.04   0.04  -0.08
  71   6    -0.01  -0.01   0.25    -0.03   0.02   0.12    -0.03   0.03  -0.09
  72   6    -0.01  -0.00   0.13    -0.03   0.05   0.10    -0.03   0.03  -0.02
  73   7    -0.00  -0.00   0.03    -0.01   0.07   0.03    -0.04   0.02   0.07
  74   6     0.00  -0.00   0.04     0.01   0.05  -0.03    -0.05   0.03   0.07
  75   1    -0.00  -0.00   0.11    -0.00  -0.00   0.02    -0.01   0.01  -0.04
  76   1    -0.00  -0.00   0.10    -0.01   0.00   0.05    -0.01   0.01  -0.04
  77   1    -0.00  -0.00   0.03    -0.01   0.02   0.04    -0.01   0.01  -0.01
  78   1     0.00  -0.00  -0.01     0.01   0.02  -0.03    -0.02   0.01   0.04
  79   6    -0.00  -0.01   0.03     0.05   0.01  -0.09     0.00   0.02   0.01
  80   6    -0.02  -0.02  -0.03     0.03   0.04  -0.12     0.02  -0.01   0.04
  81   6    -0.03  -0.03  -0.10     0.01   0.05  -0.09     0.04  -0.01   0.04
  82   6    -0.02  -0.02  -0.11     0.00   0.03  -0.04     0.05   0.00   0.01
  83   6    -0.01  -0.00  -0.05     0.02   0.00  -0.01     0.03   0.03  -0.01
  84   6     0.00  -0.00   0.02     0.04  -0.01  -0.04     0.01   0.03  -0.01
  85   1    -0.01  -0.01  -0.01     0.01   0.02  -0.05     0.00  -0.00   0.02
  86   1    -0.01  -0.01  -0.04    -0.00   0.02  -0.03     0.01  -0.01   0.02
  87   1    -0.01  -0.01  -0.05    -0.00   0.01  -0.00     0.02  -0.00   0.00
  88   1     0.01   0.00   0.02     0.02  -0.01  -0.00     0.00   0.01  -0.01
  89   6     0.00   0.00  -0.06     0.00  -0.03   0.04     0.04   0.04  -0.04
  90   6     0.02   0.02  -0.10    -0.02  -0.05   0.10     0.03   0.05  -0.06
  91   6     0.02   0.02  -0.09    -0.04  -0.08   0.15     0.03   0.05  -0.07
  92   6     0.01   0.01  -0.04    -0.03  -0.08   0.14     0.03   0.04  -0.07
  93   7    -0.00  -0.00  -0.01    -0.01  -0.07   0.08     0.04   0.04  -0.06
  94   6    -0.01  -0.01  -0.01     0.01  -0.04   0.03     0.04   0.04  -0.05
  95   1     0.01   0.01  -0.04    -0.01  -0.01   0.03     0.01   0.01  -0.02
  96   1     0.01   0.01  -0.04    -0.02  -0.03   0.06     0.01   0.02  -0.02
  97   1     0.00   0.00  -0.01    -0.01  -0.03   0.05     0.01   0.01  -0.02
  98   1    -0.01  -0.01   0.01     0.01  -0.01  -0.00     0.01   0.01  -0.01
  99   6     0.09   0.01  -0.00     0.08  -0.00   0.07    -0.01  -0.11   0.04
 100   6     0.12   0.00  -0.00     0.06   0.00   0.05    -0.00  -0.13   0.09
 101   6     0.14   0.00  -0.00     0.01   0.01   0.03     0.01  -0.13   0.10
 102   6     0.24   0.00   0.00    -0.07  -0.00   0.01     0.07  -0.14   0.08
 103   6     0.22   0.00   0.00    -0.12   0.01  -0.02     0.08  -0.13   0.07
 104   6     0.12   0.00   0.00    -0.10   0.04  -0.02     0.03  -0.11   0.06
 105   7     0.03   0.00  -0.00    -0.03   0.05   0.00    -0.03  -0.11   0.08
 106   6     0.04   0.00  -0.00     0.03   0.04   0.03    -0.03  -0.11   0.10
 107   1     0.09   0.00   0.00    -0.02  -0.01   0.00     0.03  -0.04   0.02
 108   1     0.09   0.00   0.00    -0.05   0.00  -0.01     0.03  -0.04   0.02
 109   1     0.03   0.00   0.00    -0.04   0.01  -0.01     0.01  -0.03   0.02
 110   1    -0.01   0.00  -0.00     0.03   0.01   0.01    -0.02  -0.03   0.03
 111   6     0.03   0.01   0.00     0.09   0.00   0.05    -0.01  -0.09   0.00
 112   6    -0.02   0.02   0.02     0.12   0.04   0.03    -0.04  -0.06   0.00
 113   6    -0.09   0.02   0.03     0.09   0.05   0.00    -0.04  -0.06  -0.02
 114   6    -0.10   0.01   0.02     0.04   0.03  -0.01    -0.03  -0.07  -0.05
 115   6    -0.05   0.00   0.00     0.01  -0.01   0.01    -0.01  -0.10  -0.05
 116   6     0.02  -0.00  -0.00     0.04  -0.02   0.04     0.00  -0.11  -0.03
 117   1    -0.00   0.01   0.01     0.05   0.02   0.01    -0.01  -0.01   0.01
 118   1    -0.04   0.01   0.01     0.03   0.02  -0.00    -0.02  -0.01  -0.01
 119   1    -0.04   0.00   0.01     0.00   0.01  -0.01    -0.01  -0.02  -0.02
 120   1     0.02  -0.00  -0.01     0.00  -0.01   0.01     0.01  -0.04  -0.01
 121   6    -0.05  -0.01  -0.00    -0.04  -0.04  -0.01    -0.01  -0.11  -0.06
 122   6    -0.10  -0.02  -0.02    -0.11  -0.06  -0.03    -0.05  -0.13  -0.07
 123   6    -0.09  -0.03  -0.02    -0.16  -0.09  -0.05    -0.05  -0.12  -0.06
 124   6    -0.05  -0.01  -0.01    -0.14  -0.10  -0.04     0.00  -0.09  -0.05
 125   7    -0.01  -0.00  -0.00    -0.08  -0.08  -0.02     0.04  -0.08  -0.05
 126   6    -0.01   0.00   0.00    -0.03  -0.05  -0.00     0.03  -0.09  -0.06
 127   1    -0.04  -0.01  -0.01    -0.03  -0.02  -0.01    -0.03  -0.04  -0.02
 128   1    -0.04  -0.01  -0.01    -0.06  -0.03  -0.02    -0.02  -0.04  -0.02
 129   1    -0.01  -0.00  -0.00    -0.05  -0.03  -0.02     0.00  -0.02  -0.01
 130   1     0.01   0.00   0.00     0.00  -0.01   0.00     0.02  -0.02  -0.02
                     10                     11                     12
                        a                      a                      a 
 Frequencies --    31.4009                32.2086                39.7314
 Red. masses --    21.4192                30.8518                11.2616
 Frc consts  --     0.0000                 0.0000                 0.0000
 IR Inten    --     0.0605                 0.0140                 0.0012
 Raman Activ --     0.0000                 0.0000                 0.0000
 Depolar     --     0.0000                 0.0000                 0.0000
 Atom AN      X      Y      Z        X      Y      Z        X      Y      Z
   1  46     0.24   0.01   0.11    -0.00   0.31   0.01    -0.00   0.00   0.00
   2  46    -0.15  -0.01  -0.11     0.00  -0.33  -0.01     0.00  -0.00  -0.00
   3   6     0.04   0.10   0.01    -0.11  -0.01  -0.03     0.02   0.11  -0.00
   4   6     0.10   0.13   0.00    -0.08   0.01  -0.02     0.06   0.12   0.00
   5   6     0.10   0.13  -0.00    -0.04   0.02  -0.00     0.04   0.11   0.01
   6   6     0.09   0.14  -0.06    -0.00  -0.00   0.02    -0.00   0.14   0.02
   7   6     0.07   0.13  -0.06     0.03   0.02   0.04    -0.05   0.11   0.02
   8   6     0.06   0.11  -0.02     0.03   0.06   0.03    -0.05   0.07   0.01
   9   7     0.09   0.10   0.03    -0.00   0.09   0.01    -0.01   0.04   0.00
  10   6     0.10   0.11   0.04    -0.03   0.06  -0.01     0.03   0.06   0.00
  11   1     0.03   0.05  -0.03    -0.00  -0.01   0.01    -0.00   0.05   0.01
  12   1     0.02   0.04  -0.03     0.02   0.00   0.02    -0.02   0.04   0.01
  13   1     0.02   0.03  -0.01     0.02   0.02   0.01    -0.02   0.01   0.00
  14   1     0.03   0.03   0.02    -0.02   0.02  -0.01     0.02   0.01  -0.00
  15   6     0.01   0.09   0.01    -0.12  -0.01  -0.04    -0.01   0.10  -0.01
  16   6     0.01   0.06   0.03    -0.13   0.00  -0.08    -0.02   0.08  -0.02
  17   6    -0.02   0.05   0.03    -0.12   0.01  -0.08    -0.03   0.08  -0.03
  18   6    -0.05   0.07   0.03    -0.09  -0.00  -0.03    -0.04   0.09  -0.01
  19   6    -0.05   0.10   0.01    -0.08  -0.01   0.01    -0.03   0.11   0.01
  20   6    -0.03   0.11  -0.00    -0.09  -0.02   0.00    -0.02   0.11   0.00
  21   1     0.01   0.01   0.01    -0.04   0.00  -0.03    -0.00   0.02  -0.01
  22   1    -0.01   0.01   0.01    -0.04   0.00  -0.03    -0.01   0.02  -0.01
  23   1    -0.02   0.02   0.01    -0.02   0.00  -0.01    -0.02   0.02  -0.00
  24   1    -0.01   0.04  -0.01    -0.02  -0.01   0.01    -0.00   0.03   0.00
  25   6    -0.06   0.11   0.01    -0.05  -0.02   0.05    -0.03   0.11   0.03
  26   6    -0.07   0.13   0.06    -0.02   0.00   0.08    -0.01   0.14   0.09
  27   6    -0.06   0.12   0.06     0.01  -0.01   0.11     0.02   0.12   0.11
  28   6    -0.05   0.10   0.01     0.01  -0.06   0.09     0.03   0.07   0.06
